#RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,Open Ask,High Ask,Low Ask,Close Ask,Low Ask Yld,Open Bid Size,High Bid Size,Low Bid Size,Close Bid Size,Open Ask Size,High Ask Size,Low Ask Size,Close Ask Size
ESH25,Market Price,2025-03-12T04:55:00.000000000Z,-5,Intraday 1Min,5591.5,5592,5591.5,5591.75,20,10,5591.25,5592,5591.25,5591.5,5591.5,5592.25,5591.5,5591.75,,5,13,1,10,11,16,1,1
ESH25,Market Price,2025-03-12T04:56:00.000000000Z,-5,Intraday 1Min,5591.5,5593,5591.5,5591.5,185,70,5591.5,5592.75,5591,5591.5,5592,5593,5591.5,5591.75,,10,15,1,5,12,24,1,10
ESH25,Market Price,2025-03-12T04:57:00.000000000Z,-5,Intraday 1Min,5591.5,5591.75,5591.25,5591.75,42,22,5591.5,5591.75,5591.25,5591.5,5591.75,5592,5591.5,5591.75,,6,17,1,8,10,13,1,13
ESH25,Market Price,2025-03-12T04:58:00.000000000Z,-5,Intraday 1Min,5591.75,5591.75,5589.75,5590.25,153,63,5591.5,5591.5,5589.5,5589.75,5591.75,5591.75,5590,5590.25,,8,25,1,10,14,17,1,10
ESH25,Market Price,2025-03-12T04:59:00.000000000Z,-5,Intraday 1Min,5590,5590.75,5589.5,5590.75,116,51,5589.75,5590.75,5589.5,5590.5,5590.25,5591,5589.75,5591,,9,17,1,17,10,18,1,12
ESH25,Market Price,2025-03-12T05:00:00.000000000Z,-5,Intraday 1Min,5591,5592.5,5590.25,5591.5,211,84,5590.5,5592,5590,5591.25,5591,5592.5,5590.25,5591.5,,17,17,1,9,10,25,1,3
ESH25,Market Price,2025-03-12T05:01:00.000000000Z,-5,Intraday 1Min,5591.5,5591.5,5590.5,5591,43,25,5591.25,5591.25,5590.5,5590.75,5591.5,5591.75,5590.75,5591.25,,9,19,1,13,2,12,1,10
ESH25,Market Price,2025-03-12T05:02:00.000000000Z,-5,Intraday 1Min,5591,5591.5,5590,5590.75,137,50,5591,5591.25,5590,5590.5,5591.25,5591.75,5590.5,5590.75,,1,19,1,4,10,30,1,8
ESH25,Market Price,2025-03-12T05:03:00.000000000Z,-5,Intraday 1Min,5590.75,5590.75,5590.25,5590.75,31,23,5590.5,5590.5,5590,5590.5,5590.75,5591,5590.5,5591,,2,13,1,9,8,15,1,11
ESH25,Market Price,2025-03-12T05:04:00.000000000Z,-5,Intraday 1Min,5590.75,5591.5,5590.75,5591.25,36,19,5590.5,5591.25,5590.5,5591,5591,5591.5,5590.75,5591.5,,9,22,1,21,10,28,1,22
ESH25,Market Price,2025-03-12T05:05:00.000000000Z,-5,Intraday 1Min,5591,5591.25,5589.75,5590,94,33,5591,5591.25,5589.5,5589.75,5591.5,5591.5,5589.75,5590,,21,49,1,7,24,24,1,6
ESH25,Market Price,2025-03-12T05:06:00.000000000Z,-5,Intraday 1Min,5590,5590.25,5589.75,5590.25,41,28,5589.75,5590.25,5589.75,5590.25,5590,5590.75,5590,5590.5,,7,20,1,7,7,17,1,5
ESH25,Market Price,2025-03-12T05:07:00.000000000Z,-5,Intraday 1Min,5590.5,5590.5,5589.5,5589.75,36,22,5590.25,5590.25,5589.5,5589.75,5590.5,5590.5,5589.75,5590,,9,22,1,2,5,18,1,14
ESH25,Market Price,2025-03-12T05:08:00.000000000Z,-5,Intraday 1Min,5589.75,5591,5589.5,5590.75,49,26,5589.75,5590.75,5589.5,5590.75,5590,5591,5589.75,5591,,1,19,1,8,14,19,1,3
ESH25,Market Price,2025-03-12T05:09:00.000000000Z,-5,Intraday 1Min,5591,5591.5,5590.75,5591,77,43,5590.75,5591.5,5590.5,5591,5591,5591.75,5590.75,5591.25,,8,19,1,3,4,47,1,9
ESH25,Market Price,2025-03-12T05:10:00.000000000Z,-5,Intraday 1Min,5591.25,5592.25,5591.25,5591.25,191,76,5591,5592,5591,5591,5591.25,5592.25,5591.25,5591.25,,1,17,1,2,9,46,1,9
ESH25,Market Price,2025-03-12T05:11:00.000000000Z,-5,Intraday 1Min,5591.25,5591.5,5590.75,5591,27,18,5591,5591.5,5590.75,5590.75,5591.25,5591.75,5591,5591.25,,3,15,1,9,9,16,1,8
ESH25,Market Price,2025-03-12T05:12:00.000000000Z,-5,Intraday 1Min,5591,5592,5591,5591.75,51,27,5590.75,5592,5590.75,5591.75,5591.25,5592.25,5591,5592,,9,13,1,5,9,22,1,6
ESH25,Market Price,2025-03-12T05:13:00.000000000Z,-5,Intraday 1Min,5592,5592.25,5591.75,5592,56,27,5591.75,5592.25,5591.5,5591.75,5592,5592.5,5591.75,5592,,4,15,1,12,6,24,1,3
ESH25,Market Price,2025-03-12T05:14:00.000000000Z,-5,Intraday 1Min,5592,5592.5,5592,5592,45,23,5591.75,5592.25,5591.75,5591.75,5592,5592.5,5592,5592.25,,11,22,1,10,3,26,1,15
ESH25,Market Price,2025-03-12T05:15:00.000000000Z,-5,Intraday 1Min,5592,5592,5591,5591,72,42,5591.75,5592,5590.5,5590.75,5592.25,5592.25,5591,5591.25,,11,16,1,11,15,21,1,13
ESH25,Market Price,2025-03-12T05:16:00.000000000Z,-5,Intraday 1Min,5591,5591,5590,5590,55,23,5590.75,5591,5589.75,5590,5591,5591.25,5590.25,5590.25,,11,14,1,7,2,24,1,6
ESH25,Market Price,2025-03-12T05:17:00.000000000Z,-5,Intraday 1Min,5590.25,5590.5,5589.75,5590,39,15,5590,5590.5,5589.75,5589.75,5590.25,5590.75,5590,5590,,8,22,1,7,6,20,1,6
ESH25,Market Price,2025-03-12T05:18:00.000000000Z,-5,Intraday 1Min,5590,5590.25,5589.75,5590.25,58,34,5589.75,5590.25,5589.75,5590,5590,5590.5,5590,5590.25,,6,14,1,5,6,20,1,8
ESH25,Market Price,2025-03-12T05:19:00.000000000Z,-5,Intraday 1Min,5590.25,5591.5,5590.25,5591.25,45,29,5590,5591.5,5590,5591.25,5590.25,5591.75,5590.25,5591.5,,4,16,1,5,8,18,1,12
ESH25,Market Price,2025-03-12T05:20:00.000000000Z,-5,Intraday 1Min,5591.25,5591.25,5590.75,5591,23,16,5591.25,5591.25,5590.5,5590.75,5591.5,5591.5,5590.75,5591,,4,17,1,8,12,17,1,4
ESH25,Market Price,2025-03-12T05:21:00.000000000Z,-5,Intraday 1Min,5591,5591.5,5591,5591.5,22,18,5590.75,5591.5,5590.75,5591.5,5591,5591.75,5591,5591.75,,8,13,1,3,5,17,1,11
ESH25,Market Price,2025-03-12T05:22:00.000000000Z,-5,Intraday 1Min,5591.75,5592,5591.5,5591.5,27,19,5591.5,5591.75,5591.25,5591.5,5591.75,5592,5591.5,5591.75,,3,13,1,8,10,17,1,4
ESH25,Market Price,2025-03-12T05:23:00.000000000Z,-5,Intraday 1Min,5591.5,5591.75,5591.25,5591.5,12,10,5591.5,5591.5,5591,5591.5,5591.75,5592,5591.25,5591.75,,8,12,1,5,3,15,1,5
ESH25,Market Price,2025-03-12T05:24:00.000000000Z,-5,Intraday 1Min,5591.25,5592,5591.25,5592,14,11,5591.5,5591.75,5591.25,5591.75,5591.75,5592.25,5591.5,5592,,3,16,1,8,5,18,1,4
ESH25,Market Price,2025-03-12T05:25:00.000000000Z,-5,Intraday 1Min,5591.75,5592.5,5591.75,5592.25,37,22,5591.75,5592.5,5591.5,5592.25,5592,5592.75,5591.75,5592.5,,6,15,1,2,4,23,1,15
ESH25,Market Price,2025-03-12T05:26:00.000000000Z,-5,Intraday 1Min,5592.25,5592.75,5592.25,5592.5,33,20,5592.25,5592.5,5591.75,5592,5592.5,5593,5592.25,5592.25,,1,16,1,6,15,19,1,7
ESH25,Market Price,2025-03-12T05:27:00.000000000Z,-5,Intraday 1Min,5591.75,5591.75,5591.25,5591.5,23,15,5592,5592,5591,5591.25,5592.25,5592.25,5591.25,5591.5,,4,18,1,8,7,16,1,1
ESH25,Market Price,2025-03-12T05:28:00.000000000Z,-5,Intraday 1Min,5591.75,5591.75,5591.75,5591.75,22,5,5591.25,5591.75,5591.25,5591.75,5591.5,5592,5591.5,5592,,8,12,1,4,3,14,1,9
ESH25,Market Price,2025-03-12T05:29:00.000000000Z,-5,Intraday 1Min,5591.75,5591.75,5589.5,5590.75,380,130,5591.75,5591.75,5589.5,5590.5,5592,5592,5589.75,5590.75,,2,20,1,12,9,24,1,1
ESH25,Market Price,2025-03-12T05:30:00.000000000Z,-5,Intraday 1Min,5590.75,5593.5,5590.75,5593.25,85,48,5590.5,5593.5,5590.5,5593,5591,5593.75,5591,5593.25,,12,22,1,5,13,16,1,4
ESH25,Market Price,2025-03-12T05:31:00.000000000Z,-5,Intraday 1Min,5593,5593.5,5593,5593.5,38,20,5593,5593.5,5592.75,5593.5,5593.25,5593.75,5593,5593.75,,5,14,1,3,3,13,1,9
ESH25,Market Price,2025-03-12T05:32:00.000000000Z,-5,Intraday 1Min,5593.5,5594,5593.25,5594,92,29,5593.5,5594,5593,5593.75,5593.75,5594.25,5593.5,5594.25,,1,23,1,10,9,19,1,13
ESH25,Market Price,2025-03-12T05:33:00.000000000Z,-5,Intraday 1Min,5593.75,5594.25,5593.75,5594.25,29,19,5593.75,5594.25,5593.5,5594,5594.25,5594.5,5593.75,5594.25,,10,15,1,9,14,16,1,4
ESH25,Market Price,2025-03-12T05:34:00.000000000Z,-5,Intraday 1Min,5594.25,5594.5,5594.25,5594.25,30,17,5594,5594.5,5594,5594.25,5594.25,5594.75,5594.25,5594.5,,9,14,1,10,3,16,1,7
ESH25,Market Price,2025-03-12T05:35:00.000000000Z,-5,Intraday 1Min,5594.5,5594.5,5593.25,5593.5,55,24,5594.25,5594.5,5593.25,5593.5,5594.5,5594.75,5593.5,5593.75,,10,18,1,6,5,17,1,8
ESH25,Market Price,2025-03-12T05:36:00.000000000Z,-5,Intraday 1Min,5593.75,5594.25,5593.75,5594.25,28,16,5593.5,5594.25,5593.5,5594,5593.75,5594.5,5593.75,5594.25,,7,12,1,4,8,18,1,9
ESH25,Market Price,2025-03-12T05:37:00.000000000Z,-5,Intraday 1Min,5594.25,5595,5594.25,5594.75,56,31,5594,5594.75,5594,5594.75,5594.5,5595,5594.25,5595,,4,15,1,1,17,30,1,18
ESH25,Market Price,2025-03-12T05:38:00.000000000Z,-5,Intraday 1Min,5594.75,5595,5594.5,5594.75,47,27,5594.75,5595,5594.25,5594.75,5595,5595.25,5594.5,5595,,3,17,1,6,18,22,1,5
ESH25,Market Price,2025-03-12T05:39:00.000000000Z,-5,Intraday 1Min,5595,5595.75,5594.75,5595.75,54,24,5594.75,5595.5,5594.75,5595.5,5595,5595.75,5595,5595.75,,7,54,1,9,5,20,1,9
ESH25,Market Price,2025-03-12T05:40:00.000000000Z,-5,Intraday 1Min,5595.5,5595.75,5595.5,5595.75,60,31,5595.5,5595.75,5595.25,5595.75,5595.75,5596,5595.5,5596,,8,53,1,7,9,23,1,17
ESH25,Market Price,2025-03-12T05:41:00.000000000Z,-5,Intraday 1Min,5595.75,5595.75,5595,5595.25,99,31,5595.75,5595.75,5594.75,5595,5596,5596,5595,5595.5,,7,56,1,12,18,21,1,15
ESH25,Market Price,2025-03-12T05:42:00.000000000Z,-5,Intraday 1Min,5595.25,5595.5,5594.75,5595.25,58,33,5595,5595.5,5594.5,5595.25,5595.25,5595.75,5595,5595.5,,12,15,1,7,2,19,1,7
ESH25,Market Price,2025-03-12T05:43:00.000000000Z,-5,Intraday 1Min,5595.25,5596,5595.25,5595.75,57,35,5595.25,5595.75,5595,5595.5,5595.5,5596,5595.5,5595.75,,6,15,1,9,7,25,1,3
ESH25,Market Price,2025-03-12T05:44:00.000000000Z,-5,Intraday 1Min,5595.75,5596.25,5595.25,5596,47,23,5595.5,5596.25,5595.25,5595.75,5595.75,5596.5,5595.5,5596,,9,13,1,7,4,24,1,6
ESH25,Market Price,2025-03-12T05:45:00.000000000Z,-5,Intraday 1Min,5595.75,5595.75,5595,5595,31,20,5595.75,5595.75,5595,5595,5596,5596,5595.25,5595.25,,7,15,1,8,8,18,1,3
ESH25,Market Price,2025-03-12T05:46:00.000000000Z,-5,Intraday 1Min,5595.25,5595.25,5594.75,5595,32,19,5595,5595,5594.75,5594.75,5595.25,5595.5,5595,5595,,8,16,1,8,5,18,1,3
ESH25,Market Price,2025-03-12T05:47:00.000000000Z,-5,Intraday 1Min,5594.75,5595.5,5594.75,5595.25,24,12,5594.75,5595.25,5594.5,5595,5595,5595.5,5594.75,5595.5,,8,17,1,13,4,15,1,13
ESH25,Market Price,2025-03-12T05:48:00.000000000Z,-5,Intraday 1Min,5595.25,5595.5,5595.25,5595.25,18,10,5595,5595.5,5595,5595.25,5595.5,5595.75,5595.25,5595.5,,12,15,1,9,13,18,1,3
ESH25,Market Price,2025-03-12T05:49:00.000000000Z,-5,Intraday 1Min,5595.5,5595.75,5595.5,5595.75,30,17,5595.25,5595.5,5595.25,5595.5,5595.5,5595.75,5595.5,5595.75,,8,16,1,9,3,18,1,6
ESH25,Market Price,2025-03-12T05:50:00.000000000Z,-5,Intraday 1Min,5595.75,5596,5595.5,5595.75,24,15,5595.5,5595.75,5595.5,5595.75,5595.75,5596,5595.75,5596,,9,20,1,4,8,23,1,17
ESH25,Market Price,2025-03-12T05:51:00.000000000Z,-5,Intraday 1Min,5595.75,5596.25,5595.5,5596,29,14,5595.75,5596,5595.5,5596,5596,5596.25,5595.75,5596.25,,3,13,1,7,17,19,1,10
ESH25,Market Price,2025-03-12T05:52:00.000000000Z,-5,Intraday 1Min,5596,5596.75,5596,5596.25,62,28,5596,5596.5,5596,5596,5596.25,5596.75,5596.25,5596.25,,6,19,1,9,10,21,1,8
ESH25,Market Price,2025-03-12T05:53:00.000000000Z,-5,Intraday 1Min,5596.25,5597,5596.25,5596.5,70,36,5596,5596.75,5596,5596.5,5596.25,5597,5596.25,5596.75,,9,14,1,4,7,20,1,10
ESH25,Market Price,2025-03-12T05:54:00.000000000Z,-5,Intraday 1Min,5596.5,5596.5,5596,5596,20,15,5596.5,5596.5,5595.75,5595.75,5596.75,5596.75,5596,5596,,5,17,1,9,10,15,1,3
ESH25,Market Price,2025-03-12T05:55:00.000000000Z,-5,Intraday 1Min,5596,5596.75,5596,5596.5,32,20,5595.75,5596.5,5595.75,5596.25,5596,5596.75,5596,5596.5,,7,13,1,7,3,18,1,8
ESH25,Market Price,2025-03-12T05:56:00.000000000Z,-5,Intraday 1Min,5596.25,5597,5595.75,5596.75,73,33,5596.25,5596.75,5595.75,5596.75,5596.5,5597,5596,5597,,6,17,1,7,8,20,1,11
ESH25,Market Price,2025-03-12T05:57:00.000000000Z,-5,Intraday 1Min,5596.75,5597.75,5596.75,5597.75,62,35,5596.75,5597.5,5596.5,5597.5,5597,5597.75,5596.75,5597.75,,7,19,1,12,12,25,1,9
ESH25,Market Price,2025-03-12T05:58:00.000000000Z,-5,Intraday 1Min,5597.75,5597.75,5597,5597.25,59,28,5597.5,5597.75,5597,5597,5597.75,5598,5597.25,5597.25,,12,18,1,9,10,63,1,5
ESH25,Market Price,2025-03-12T05:59:00.000000000Z,-5,Intraday 1Min,5597,5597.75,5597,5597,36,18,5597,5597.5,5597,5597,5597.25,5597.75,5597.25,5597.25,,9,17,1,9,4,20,1,16
ESH25,Market Price,2025-03-12T06:00:00.000000000Z,-5,Intraday 1Min,5597,5597,5596.5,5596.75,84,38,5597,5597,5596.5,5596.5,5597.25,5597.25,5596.75,5596.75,,10,19,1,12,16,25,1,6
ESH25,Market Price,2025-03-12T06:01:00.000000000Z,-5,Intraday 1Min,5596.5,5596.75,5596.25,5596.25,47,30,5596.5,5596.75,5596,5596,5596.75,5597,5596.25,5596.25,,11,21,1,10,6,21,1,3
ESH25,Market Price,2025-03-12T06:02:00.000000000Z,-5,Intraday 1Min,5596,5596,5595.25,5595.25,52,29,5596,5596,5595,5595,5596.25,5596.25,5595.25,5595.25,,11,32,1,30,3,17,1,2
ESH25,Market Price,2025-03-12T06:03:00.000000000Z,-5,Intraday 1Min,5595,5595.25,5594.5,5594.75,89,43,5595,5595,5594.5,5594.5,5595.25,5595.25,5594.75,5594.75,,30,30,1,7,4,20,1,4
ESH25,Market Price,2025-03-12T06:04:00.000000000Z,-5,Intraday 1Min,5594.75,5595,5594.5,5595,29,20,5594.5,5594.75,5594.25,5594.75,5594.75,5595,5594.5,5595,,7,36,1,6,3,16,1,7
ESH25,Market Price,2025-03-12T06:05:00.000000000Z,-5,Intraday 1Min,5594.75,5594.75,5594,5594.25,84,52,5594.75,5594.75,5594,5594,5595,5595,5594.25,5594.25,,6,35,1,8,8,17,1,10
ESH25,Market Price,2025-03-12T06:06:00.000000000Z,-5,Intraday 1Min,5594,5594.25,5593.75,5594,36,16,5594,5594.25,5593.75,5593.75,5594.25,5594.5,5594,5594.25,,8,14,1,11,11,16,1,7
ESH25,Market Price,2025-03-12T06:07:00.000000000Z,-5,Intraday 1Min,5594.5,5594.75,5594.5,5594.5,18,12,5594,5594.5,5594,5594.5,5594.25,5594.75,5594.25,5594.75,,2,13,1,4,7,18,1,8
ESH25,Market Price,2025-03-12T06:08:00.000000000Z,-5,Intraday 1Min,5594.75,5595.5,5594.5,5595.25,22,13,5594.5,5595.25,5594.25,5595,5594.75,5595.5,5594.5,5595.5,,4,14,1,12,7,18,1,12
ESH25,Market Price,2025-03-12T06:09:00.000000000Z,-5,Intraday 1Min,5595.25,5595.5,5594.75,5595,77,36,5595,5595.25,5594.5,5594.75,5595.5,5595.5,5594.75,5595,,13,16,1,8,12,22,1,2
ESH25,Market Price,2025-03-12T06:10:00.000000000Z,-5,Intraday 1Min,5594.75,5594.75,5592.75,5592.75,127,60,5594.75,5594.75,5592.75,5592.75,5595,5595,5593,5593,,6,17,1,5,2,15,1,8
ESH25,Market Price,2025-03-12T06:11:00.000000000Z,-5,Intraday 1Min,5592.75,5593,5592,5592.25,88,50,5592.75,5593,5592,5592,5593,5593.25,5592.25,5592.25,,5,15,1,8,9,18,1,4
ESH25,Market Price,2025-03-12T06:12:00.000000000Z,-5,Intraday 1Min,5592.25,5592.5,5591.75,5592,32,14,5592,5592.25,5591.75,5592,5592.5,5592.5,5592,5592.25,,8,16,1,5,16,16,1,9
ESH25,Market Price,2025-03-12T06:13:00.000000000Z,-5,Intraday 1Min,5592,5592.75,5592,5592.5,51,24,5592,5592.5,5591.75,5592.5,5592.25,5592.75,5592,5592.75,,3,15,1,2,9,17,1,12
ESH25,Market Price,2025-03-12T06:14:00.000000000Z,-5,Intraday 1Min,5592.5,5592.5,5591.75,5592.25,50,25,5592.25,5592.5,5591.75,5592,5592.75,5592.75,5592,5592.25,,14,15,1,8,12,17,1,5
ESH25,Market Price,2025-03-12T06:15:00.000000000Z,-5,Intraday 1Min,5592.25,5592.25,5591.5,5592.25,65,31,5592,5592.25,5591.25,5592,5592.25,5592.5,5591.5,5592.25,,8,18,1,6,6,16,1,6
ESH25,Market Price,2025-03-12T06:16:00.000000000Z,-5,Intraday 1Min,5592.25,5592.5,5592.25,5592.25,62,38,5592,5592.5,5592,5592,5592.25,5592.75,5592.25,5592.25,,6,17,1,4,5,17,1,8
ESH25,Market Price,2025-03-12T06:17:00.000000000Z,-5,Intraday 1Min,5592,5592.25,5591.75,5591.75,23,14,5592,5592,5591.5,5591.5,5592.25,5592.5,5591.75,5592,,4,19,1,18,9,12,1,8
ESH25,Market Price,2025-03-12T06:18:00.000000000Z,-5,Intraday 1Min,5592,5592,5591.75,5591.75,22,16,5591.5,5592,5591.5,5591.5,5592,5592.25,5591.75,5591.75,,19,19,1,8,8,13,1,6
ESH25,Market Price,2025-03-12T06:19:00.000000000Z,-5,Intraday 1Min,5591.5,5592,5591.25,5592,16,14,5591.5,5592,5591,5592,5591.75,5592.25,5591.25,5592.25,,8,22,1,3,4,13,1,9
ESH25,Market Price,2025-03-12T06:20:00.000000000Z,-5,Intraday 1Min,5592,5592.5,5592,5592,38,20,5592,5592.5,5591.75,5591.75,5592.25,5592.75,5592,5592,,1,16,1,11,9,14,1,2
ESH25,Market Price,2025-03-12T06:21:00.000000000Z,-5,Intraday 1Min,5591.75,5591.75,5591.25,5591.25,23,13,5591.75,5591.75,5591.25,5591.25,5592,5592,5591.5,5591.5,,11,14,1,5,3,16,1,10
ESH25,Market Price,2025-03-12T06:22:00.000000000Z,-5,Intraday 1Min,5591.25,5591.25,5590.25,5590.75,96,53,5591.25,5591.25,5590.25,5590.5,5591.5,5591.5,5590.5,5590.75,,5,19,1,9,11,16,1,2
ESH25,Market Price,2025-03-12T06:23:00.000000000Z,-5,Intraday 1Min,5590.75,5590.75,5589.25,5590.75,124,68,5590.5,5590.75,5589.25,5590.75,5590.75,5591,5589.5,5591,,9,31,1,7,4,14,1,7
ESH25,Market Price,2025-03-12T06:24:00.000000000Z,-5,Intraday 1Min,5590.75,5591.25,5590.75,5591,51,31,5590.75,5591.25,5590.5,5591,5591,5591.5,5590.75,5591.25,,6,13,1,4,7,14,1,9
ESH25,Market Price,2025-03-12T06:25:00.000000000Z,-5,Intraday 1Min,5591,5591.75,5590.75,5591.75,99,45,5591,5591.75,5590.5,5591.5,5591.25,5592,5590.75,5591.75,,4,23,1,3,8,16,1,6
ESH25,Market Price,2025-03-12T06:26:00.000000000Z,-5,Intraday 1Min,5591.5,5592.5,5591.25,5591.5,107,50,5591.25,5592.25,5591.25,5591.5,5591.75,5592.5,5591.5,5591.75,,12,17,1,3,6,16,1,9
ESH25,Market Price,2025-03-12T06:27:00.000000000Z,-5,Intraday 1Min,5591.5,5591.5,5591,5591.25,35,21,5591.5,5591.5,5590.75,5591,5591.75,5591.75,5591,5591.25,,4,18,1,6,9,15,1,5
ESH25,Market Price,2025-03-12T06:28:00.000000000Z,-5,Intraday 1Min,5591,5592,5590.75,5592,46,30,5591,5591.75,5590.5,5591.75,5591.25,5592,5590.75,5592,,6,15,1,1,6,14,1,8
ESH25,Market Price,2025-03-12T06:29:00.000000000Z,-5,Intraday 1Min,5591.75,5592,5589.5,5590.25,129,67,5591.75,5592,5589.25,5590.25,5592,5592.25,5589.75,5590.5,,1,20,1,3,9,23,1,9
ESH25,Market Price,2025-03-12T06:30:00.000000000Z,-5,Intraday 1Min,5590.5,5592.5,5590,5591.5,197,107,5590.25,5592.5,5589.75,5591.5,5590.5,5592.75,5590.25,5591.75,,3,16,1,6,8,22,1,2
ESH25,Market Price,2025-03-12T06:31:00.000000000Z,-5,Intraday 1Min,5591.5,5591.5,5589.75,5590,78,45,5591.5,5591.5,5589.75,5590,5591.75,5591.75,5590,5590.25,,6,18,1,4,3,13,1,6
ESH25,Market Price,2025-03-12T06:32:00.000000000Z,-5,Intraday 1Min,5590.25,5590.5,5589.25,5590,88,40,5590,5590.25,5589,5590,5590.25,5590.5,5589.25,5590.25,,3,30,1,3,6,18,1,10
ESH25,Market Price,2025-03-12T06:33:00.000000000Z,-5,Intraday 1Min,5590,5590.5,5590,5590.25,35,20,5590,5590.5,5589.75,5590.25,5590.25,5590.75,5590.25,5590.5,,2,13,1,3,10,12,1,7
ESH25,Market Price,2025-03-12T06:34:00.000000000Z,-5,Intraday 1Min,5590.25,5590.75,5590.25,5590.5,31,24,5590.25,5590.5,5590,5590.5,5590.5,5590.75,5590.25,5590.75,,3,16,1,10,6,14,1,5
ESH25,Market Price,2025-03-12T06:35:00.000000000Z,-5,Intraday 1Min,5590.75,5592.5,5590.5,5592.5,107,57,5590.5,5592.25,5590.25,5592.25,5590.75,5592.5,5590.5,5592.5,,10,15,1,6,4,26,1,7
ESH25,Market Price,2025-03-12T06:36:00.000000000Z,-5,Intraday 1Min,5592.25,5593,5592,5593,74,44,5592.25,5593,5591.5,5592.75,5592.5,5593.25,5592,5593,,7,17,1,14,7,18,1,2
ESH25,Market Price,2025-03-12T06:37:00.000000000Z,-5,Intraday 1Min,5593,5593.75,5593,5593.25,127,43,5592.75,5593.75,5592.75,5593.25,5593,5594,5593,5593.5,,14,34,1,5,1,20,1,13
ESH25,Market Price,2025-03-12T06:38:00.000000000Z,-5,Intraday 1Min,5593.25,5593.25,5592.75,5593,46,29,5593.25,5593.25,5592.5,5592.75,5593.5,5593.5,5592.75,5593,,5,14,1,7,15,18,1,4
ESH25,Market Price,2025-03-12T06:39:00.000000000Z,-5,Intraday 1Min,5592.75,5593.25,5592.25,5592.25,47,27,5592.75,5593.25,5592,5592,5593,5593.5,5592.25,5592.5,,7,14,1,9,3,16,1,11
ESH25,Market Price,2025-03-12T06:40:00.000000000Z,-5,Intraday 1Min,5592.25,5592.75,5592.25,5592.5,37,20,5592,5592.75,5592,5592.25,5592.5,5593,5592.25,5592.5,,10,13,1,5,11,14,1,9
ESH25,Market Price,2025-03-12T06:41:00.000000000Z,-5,Intraday 1Min,5592.25,5592.5,5591.25,5591.75,117,51,5592.25,5592.25,5591,5591.25,5592.5,5592.5,5591.25,5591.75,,3,16,1,12,9,21,1,8
ESH25,Market Price,2025-03-12T06:42:00.000000000Z,-5,Intraday 1Min,5591.5,5592,5591.25,5591.25,42,18,5591.25,5591.75,5591,5591,5591.75,5592,5591.25,5591.25,,12,17,1,8,9,13,1,5
ESH25,Market Price,2025-03-12T06:43:00.000000000Z,-5,Intraday 1Min,5591.25,5591.5,5591,5591,32,21,5591,5591.5,5590.75,5591,5591.25,5591.75,5591,5591.5,,8,15,1,11,4,11,1,10
ESH25,Market Price,2025-03-12T06:44:00.000000000Z,-5,Intraday 1Min,5591,5591,5590.5,5590.75,63,21,5591,5591,5590.25,5591,5591.5,5591.5,5590.75,5591.25,,9,17,1,7,10,20,1,3
ESH25,Market Price,2025-03-12T06:45:00.000000000Z,-5,Intraday 1Min,5591.25,5591.5,5590.75,5591.25,157,52,5591,5591.75,5590.5,5591.25,5591.25,5592,5590.75,5591.5,,8,31,1,2,3,21,1,11
ESH25,Market Price,2025-03-12T06:46:00.000000000Z,-5,Intraday 1Min,5591.25,5591.25,5590.25,5590.25,60,30,5591.25,5591.25,5590,5590,5591.5,5591.5,5590.25,5590.5,,1,16,1,16,11,18,1,10
ESH25,Market Price,2025-03-12T06:47:00.000000000Z,-5,Intraday 1Min,5590,5590.75,5589.75,5589.75,54,33,5590,5590.5,5589.5,5589.5,5590.5,5590.75,5589.75,5590,,15,17,1,10,10,12,1,12
ESH25,Market Price,2025-03-12T06:48:00.000000000Z,-5,Intraday 1Min,5589.5,5589.5,5587.25,5587.25,191,84,5589.5,5589.75,5587,5587,5590,5590,5587.25,5587.25,,11,39,1,19,12,15,1,6
ESH25,Market Price,2025-03-12T06:49:00.000000000Z,-5,Intraday 1Min,5587,5587.5,5584.25,5584.5,316,153,5587,5587.5,5584,5584,5587.25,5587.75,5584.5,5584.5,,19,32,1,11,7,19,1,10
ESH25,Market Price,2025-03-12T06:50:00.000000000Z,-5,Intraday 1Min,5584.25,5585.25,5583.5,5584.5,195,116,5584,5585,5583.25,5584.5,5584.5,5585.25,5583.5,5584.75,,11,41,1,2,9,19,1,10
ESH25,Market Price,2025-03-12T06:51:00.000000000Z,-5,Intraday 1Min,5584.5,5585,5584.25,5584.5,129,69,5584.25,5585,5584,5584.25,5584.75,5585.25,5584.25,5584.75,,10,12,1,10,10,15,1,9
ESH25,Market Price,2025-03-12T06:52:00.000000000Z,-5,Intraday 1Min,5584.5,5584.75,5583,5583.25,171,84,5584.5,5584.75,5582.75,5583,5584.75,5585,5583,5583.25,,1,41,1,6,9,20,1,7
ESH25,Market Price,2025-03-12T06:53:00.000000000Z,-5,Intraday 1Min,5583.25,5584.5,5583,5584.25,109,61,5583,5584.5,5582.75,5584.25,5583.25,5584.75,5583,5584.5,,7,14,1,3,7,19,1,8
