#RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,Open Ask,High Ask,Low Ask,Close Ask,Low Ask Yld,Open Bid Size,High Bid Size,Low Bid Size,Close Bid Size,Open Ask Size,High Ask Size,Low Ask Size,Close Ask Size
ESH25,Market Price,2025-03-11T13:10:00.000000000Z,-5,Intraday 1Min,5618.25,5619,5617,5618,2200,562,5618,5618.75,5617,5617.75,5618.25,5619,5617.25,5618,,34,140,1,21,6,40,1,12
ESH25,Market Price,2025-03-11T13:11:00.000000000Z,-5,Intraday 1Min,5618,5618.5,5617,5618,2015,593,5617.75,5618.25,5617,5617.75,5618,5618.5,5617.25,5618,,21,94,1,24,11,60,1,12
ESH25,Market Price,2025-03-11T13:12:00.000000000Z,-5,Intraday 1Min,5618,5619.5,5617.25,5618.5,1509,496,5617.75,5619.25,5617.25,5618.25,5618,5619.5,5617.5,5618.5,,25,96,1,14,12,64,1,17
ESH25,Market Price,2025-03-11T13:13:00.000000000Z,-5,Intraday 1Min,5618.25,5619.5,5617,5618,1542,492,5618.25,5619.25,5616.75,5617.75,5618.5,5619.5,5617,5618,,14,47,1,16,18,43,1,8
ESH25,Market Price,2025-03-11T13:14:00.000000000Z,-5,Intraday 1Min,5617.75,5620.25,5617.25,5618.5,866,287,5617.75,5620,5617.25,5618.5,5618,5620.25,5617.5,5618.75,,14,46,1,2,8,54,1,17
ESH25,Market Price,2025-03-11T13:15:00.000000000Z,-5,Intraday 1Min,5618.5,5619.5,5615.75,5617.75,1163,451,5618.5,5619.5,5615.75,5617.75,5618.75,5619.75,5616,5618,,2,45,1,5,18,36,1,27
ESH25,Market Price,2025-03-11T13:16:00.000000000Z,-5,Intraday 1Min,5617.75,5617.75,5614.5,5615.25,1665,632,5617.75,5617.75,5614.5,5615,5618,5618,5614.75,5615.5,,5,42,1,25,28,103,1,19
ESH25,Market Price,2025-03-11T13:17:00.000000000Z,-5,Intraday 1Min,5615.5,5619,5614.25,5618.25,1484,451,5615,5618.75,5614.25,5618,5615.5,5619,5614.5,5618.25,,26,38,1,25,19,88,1,1
ESH25,Market Price,2025-03-11T13:18:00.000000000Z,-5,Intraday 1Min,5618,5619.75,5618,5619.25,819,294,5618,5619.5,5617.75,5619.25,5618.25,5619.75,5618,5619.75,,25,64,1,19,2,87,1,28
ESH25,Market Price,2025-03-11T13:19:00.000000000Z,-5,Intraday 1Min,5619.25,5619.75,5617.5,5617.75,540,206,5619.25,5619.5,5617.25,5617.5,5619.75,5619.75,5617.5,5617.75,,18,43,1,12,28,35,1,10
ESH25,Market Price,2025-03-11T13:20:00.000000000Z,-5,Intraday 1Min,5617.75,5619.5,5616.25,5617,817,287,5617.5,5619.25,5616.25,5617,5617.75,5619.5,5616.5,5617.25,,12,35,1,8,8,54,1,14
ESH25,Market Price,2025-03-11T13:21:00.000000000Z,-5,Intraday 1Min,5617.25,5618,5617.25,5618,435,155,5617,5618,5617,5617.75,5617.25,5618.25,5617.25,5618,,9,47,1,15,14,59,1,12
ESH25,Market Price,2025-03-11T13:22:00.000000000Z,-5,Intraday 1Min,5618,5618.5,5617,5617.25,443,177,5617.75,5618.25,5617,5617.25,5618,5618.5,5617.25,5617.5,,16,36,1,16,12,56,1,8
ESH25,Market Price,2025-03-11T13:23:00.000000000Z,-5,Intraday 1Min,5617.5,5617.75,5616.25,5616.5,682,249,5617.25,5617.5,5616.25,5616.5,5617.5,5617.75,5616.5,5616.75,,17,36,1,12,8,69,1,18
ESH25,Market Price,2025-03-11T13:24:00.000000000Z,-5,Intraday 1Min,5616.75,5618.25,5615.25,5615.25,1302,370,5616.5,5618,5615,5615,5616.75,5618.25,5615.25,5615.25,,12,84,1,75,17,41,1,3
ESH25,Market Price,2025-03-11T13:25:00.000000000Z,-5,Intraday 1Min,5615.25,5615.25,5611.25,5611.75,3966,1479,5615,5615,5611.25,5611.75,5615.25,5615.25,5611.5,5612,,75,78,1,8,1,76,1,19
ESH25,Market Price,2025-03-11T13:26:00.000000000Z,-5,Intraday 1Min,5611.75,5614.25,5611,5612.25,1927,658,5611.75,5614.25,5611,5612,5612,5614.5,5611.25,5612.25,,8,103,1,9,20,58,1,9
ESH25,Market Price,2025-03-11T13:27:00.000000000Z,-5,Intraday 1Min,5612,5615.25,5611.75,5612.5,1768,723,5612,5615,5611.75,5612.5,5612.25,5615.25,5612,5612.75,,7,35,1,21,9,36,1,9
ESH25,Market Price,2025-03-11T13:28:00.000000000Z,-5,Intraday 1Min,5612.75,5616.25,5612,5612.25,1922,618,5612.5,5616.25,5612,5612,5612.75,5616.5,5612.25,5612.25,,21,43,1,28,8,92,1,18
ESH25,Market Price,2025-03-11T13:29:00.000000000Z,-5,Intraday 1Min,5612.25,5612.25,5607,5609.25,4322,1201,5612,5612,5607,5609,5612.25,5612.25,5607.25,5609.5,,28,101,1,22,19,82,1,23
ESH25,Market Price,2025-03-11T13:30:00.000000000Z,-5,Intraday 1Min,5609,5615.25,5606.75,5613,11956,4656,5609,5615,5606.5,5613,5609.25,5615.25,5606.75,5613.25,,22,77,1,19,1,75,1,18
ESH25,Market Price,2025-03-11T13:31:00.000000000Z,-5,Intraday 1Min,5613.25,5618.25,5610.25,5610.75,7520,3092,5613,5617.25,5610,5610.5,5613.25,5618.25,5610.25,5610.75,,19,58,1,14,17,50,1,9
ESH25,Market Price,2025-03-11T13:32:00.000000000Z,-5,Intraday 1Min,5610.5,5615.75,5605.25,5606,7789,3358,5610.5,5615.5,5605.25,5605.75,5610.75,5615.75,5605.5,5606,,14,45,1,27,10,57,1,1
ESH25,Market Price,2025-03-11T13:33:00.000000000Z,-5,Intraday 1Min,5606,5606.75,5601,5606.25,8348,3691,5605.75,5606.5,5601,5606.25,5606,5606.75,5601.25,5606.5,,27,126,1,6,2,44,1,22
ESH25,Market Price,2025-03-11T13:34:00.000000000Z,-5,Intraday 1Min,5606.25,5608.5,5600.5,5604.75,7865,3466,5606.25,5608.25,5600.5,5604.5,5606.5,5608.5,5600.75,5604.75,,6,118,1,14,20,65,1,8
ESH25,Market Price,2025-03-11T13:35:00.000000000Z,-5,Intraday 1Min,5604.75,5605,5597.5,5599.75,10387,4125,5604.5,5604.75,5597.5,5599.75,5604.75,5605,5598,5600,,14,76,1,8,7,71,1,19
ESH25,Market Price,2025-03-11T13:36:00.000000000Z,-5,Intraday 1Min,5600,5612.25,5599.25,5611.75,8899,3484,5599.75,5612,5599,5611.5,5600,5612.25,5599.25,5611.75,,10,63,1,16,19,70,1,5
ESH25,Market Price,2025-03-11T13:37:00.000000000Z,-5,Intraday 1Min,5611.75,5621.25,5611,5620.25,8087,3295,5611.5,5621.25,5610.75,5620,5611.75,5621.5,5611,5620.25,,16,63,1,16,6,103,1,5
ESH25,Market Price,2025-03-11T13:38:00.000000000Z,-5,Intraday 1Min,5620.25,5621.25,5611.75,5615.5,8066,3404,5620,5621.25,5611.75,5615.25,5620.25,5621.5,5612,5615.5,,16,71,1,17,6,51,1,8
ESH25,Market Price,2025-03-11T13:39:00.000000000Z,-5,Intraday 1Min,5615.25,5623.5,5613.75,5622.25,5735,2566,5615.25,5623.25,5613.5,5622,5615.5,5623.5,5613.75,5622.25,,19,39,1,11,8,71,1,8
ESH25,Market Price,2025-03-11T13:40:00.000000000Z,-5,Intraday 1Min,5622.25,5623.25,5617,5618.5,7441,3188,5622,5623,5616.75,5618.5,5622.25,5623.25,5617,5618.75,,11,49,1,3,7,51,1,15
ESH25,Market Price,2025-03-11T13:41:00.000000000Z,-5,Intraday 1Min,5618.5,5620.75,5607.75,5611.25,8295,3597,5618.5,5620.75,5607.5,5611,5618.75,5621,5607.75,5611.25,,1,81,1,9,15,40,1,6
ESH25,Market Price,2025-03-11T13:42:00.000000000Z,-5,Intraday 1Min,5611.25,5618,5607,5616.25,7161,2968,5611,5617.75,5607,5616,5611.25,5618,5607.25,5616.5,,10,42,1,13,6,47,1,18
ESH25,Market Price,2025-03-11T13:43:00.000000000Z,-5,Intraday 1Min,5616,5622.5,5615.5,5619.75,7516,3177,5616,5622.5,5615.25,5619.75,5616.25,5622.75,5615.5,5620,,13,61,1,5,2,156,1,15
ESH25,Market Price,2025-03-11T13:44:00.000000000Z,-5,Intraday 1Min,5619.75,5624.5,5618,5621.5,5859,2712,5619.75,5624.25,5617.75,5621.25,5620,5624.5,5618,5621.75,,6,47,1,16,15,66,1,11
ESH25,Market Price,2025-03-11T13:45:00.000000000Z,-5,Intraday 1Min,5621.75,5623.5,5611.75,5614.5,7449,3292,5621.25,5623.25,5611.5,5614.5,5621.75,5623.5,5611.75,5614.75,,15,64,1,2,11,78,1,10
ESH25,Market Price,2025-03-11T13:46:00.000000000Z,-5,Intraday 1Min,5614.5,5618,5611,5616.75,5774,2498,5614.5,5617.75,5610.75,5616.75,5614.75,5618,5611,5617,,2,36,1,9,11,81,1,10
ESH25,Market Price,2025-03-11T13:47:00.000000000Z,-5,Intraday 1Min,5616.75,5622.5,5614.25,5621.75,5291,2412,5616.75,5622.25,5614,5621.75,5617,5622.5,5614.25,5622,,7,37,1,7,10,78,1,11
ESH25,Market Price,2025-03-11T13:48:00.000000000Z,-5,Intraday 1Min,5621.75,5630.75,5620.75,5628,7072,2764,5621.75,5630.75,5620.75,5627.75,5622,5631,5621,5628.25,,9,95,1,19,11,103,1,17
ESH25,Market Price,2025-03-11T13:49:00.000000000Z,-5,Intraday 1Min,5627.75,5631.75,5625.5,5630,5649,2482,5627.75,5631.75,5625.5,5630,5628.25,5632,5625.75,5630.25,,19,46,1,1,16,71,1,13
ESH25,Market Price,2025-03-11T13:50:00.000000000Z,-5,Intraday 1Min,5630,5632.5,5626.25,5628.25,5131,2297,5629.75,5632.25,5626.25,5628.25,5630.25,5632.5,5626.5,5628.5,,20,72,1,7,13,91,1,11
ESH25,Market Price,2025-03-11T13:51:00.000000000Z,-5,Intraday 1Min,5628.25,5631.5,5620.25,5624,6695,3142,5628.25,5631.5,5620.25,5623.75,5628.5,5631.75,5620.5,5624.25,,8,74,1,12,11,47,1,22
ESH25,Market Price,2025-03-11T13:52:00.000000000Z,-5,Intraday 1Min,5624.25,5630.25,5620.25,5621,5700,2674,5623.75,5630.25,5620.25,5621,5624.25,5630.5,5620.5,5621.25,,13,66,1,20,22,61,1,9
ESH25,Market Price,2025-03-11T13:53:00.000000000Z,-5,Intraday 1Min,5621.25,5621.75,5615.5,5616.25,5514,2708,5621,5621.75,5615.25,5616,5621.25,5622,5615.5,5616.25,,20,91,1,11,10,102,1,10
ESH25,Market Price,2025-03-11T13:54:00.000000000Z,-5,Intraday 1Min,5616,5616.25,5609.5,5612.75,5806,2738,5616,5616.25,5609.5,5612.5,5616.25,5616.5,5609.75,5612.75,,11,93,1,11,11,75,1,10
ESH25,Market Price,2025-03-11T13:55:00.000000000Z,-5,Intraday 1Min,5612.5,5614.5,5608,5613,4641,2204,5612.5,5614.5,5608,5613,5612.75,5614.75,5608.5,5613.25,,12,43,1,3,10,47,1,12
ESH25,Market Price,2025-03-11T13:56:00.000000000Z,-5,Intraday 1Min,5613,5614.75,5609.25,5611.75,3965,2034,5613,5614.75,5609,5611.5,5613.25,5615,5609.25,5611.75,,2,61,1,9,12,87,1,11
ESH25,Market Price,2025-03-11T13:57:00.000000000Z,-5,Intraday 1Min,5611.75,5614.25,5608.25,5611,4538,1890,5611.5,5614,5608.25,5610.75,5611.75,5614.25,5608.5,5611,,10,94,1,3,11,139,1,5
ESH25,Market Price,2025-03-11T13:58:00.000000000Z,-5,Intraday 1Min,5610.75,5618,5610.5,5613.25,3254,1393,5610.75,5618,5610.5,5613.25,5611,5618.25,5610.75,5613.75,,3,69,1,8,7,70,1,16
